0	19	20231122
0	820	20231122
0	1122	20231122
0	1717	20231122
0	1835	20231122
0	4385	20231122
0	4478	20231122
0	5401	20231122
0	6170	20231122
0	6680	20231122
0	7995	20231122
0	8082	20231122
0	11025	20231122
0	11094	20231122
0	11748	20231122
0	13069	20231122
0	13511	20231122
1	2295	20231122
1	2295	20231122
1	3638	20231122
1	5779	20231122
1	6662	20231122
1	7589	20231122
1	8144	20231122
1	8622	20231122
1	8804	20231122
1	9622	20231122
1	10243	20231122
1	12783	20231122
1	12805	20231122
1	13071	20231122
1	13673	20231122
1	13795	20231122
1	14106	20231122
1	14444	20231122
2	441	20231122
2	441	20231122
2	1193	20231122
2	2427	20231122
2	2915	20231122
2	7000	20231122
2	7878	20231122
2	8912	20231122
2	10010	20231122
2	10750	20231122
2	11025	20231122
2	12026	20231122
2	12201	20231122
2	13316	20231122
3	1679	20231122
3	2419	20231122
3	3950	20231122
3	4588	20231122
3	4588	20231122
3	6286	20231122
3	6604	20231122
3	8208	20231122
3	9212	20231122
3	9644	20231122
3	10932	20231122
3	11012	20231122
4	7	20231122
4	70	20231122
4	3141	20231122
4	3296	20231122
4	5033	20231122
4	5151	20231122
4	6931	20231122
4	10823	20231122
4	11849	20231122
4	13563	20231122
4	14524	20231122
5	1587	20231122
5	1587	20231122
5	2582	20231122
5	3418	20231122
5	5208	20231122
5	7344	20231122
5	7698	20231122
5	10189	20231122
5	13282	20231122
5	13367	20231122
5	13516	20231122
6	1471	20231122
6	1642	20231122
6	6145	20231122
6	6775	20231122
6	7332	20231122
6	9107	20231122
6	9579	20231122
6	9636	20231122
6	9883	20231122
6	10682	20231122
6	11886	20231122
6	12147	20231122
7	132	20231122
7	367	20231122
7	667	20231122
7	840	20231122
7	3956	20231122
7	4520	20231122
7	6605	20231122
7	9375	20231122
7	11278	20231122
7	12316	20231122
7	13566	20231122
8	132	20231122
8	1657	20231122
8	2348	20231122
8	6303	20231122
8	6320	20231122
8	6764	20231122
8	6764	20231122
8	7649	20231122
8	7698	20231122
8	8900	20231122
8	10670	20231122
8	11027	20231122
8	11393	20231122
8	11393	20231122
8	12603	20231122
8	13235	20231122
9	550	20231122
9	1471	20231122
9	2076	20231122
9	2412	20231122
9	2508	20231122
9	3502	20231122
9	3726	20231122
9	5455	20231122
9	5455	20231122
9	5462	20231122
9	6686	20231122
9	6758	20231122
9	8893	20231122
9	9842	20231122
9	10119	20231122
9	12016	20231122
9	12333	20231122
9	13367	20231122
9	13823	20231122
9	14160	20231122
10	109	20231122
10	319	20231122
10	321	20231122
10	329	20231122
10	338	20231122
10	1174	20231122
10	1264	20231122
10	1903	20231122
10	2021	20231122
10	2317	20231122
10	2365	20231122
10	2365	20231122
10	2486	20231122
10	2593	20231122
10	2619	20231122
10	2951	20231122
10	3049	20231122
10	3439	20231122
10	3439	20231122
10	3590	20231122
10	3677	20231122
10	3858	20231122
10	4335	20231122
10	5000	20231122
10	5009	20231122
10	5101	20231122
10	5608	20231122
10	5618	20231122
10	5618	20231122
10	5673	20231122
10	5745	20231122
10	5763	20231122
10	5940	20231122
10	6419	20231122
10	6623	20231122
10	6713	20231122
10	6955	20231122
10	7116	20231122
10	7243	20231122
10	7243	20231122
10	8374	20231122
10	8889	20231122
10	8948	20231122
10	9133	20231122
10	9133	20231122
10	9498	20231122
10	9574	20231122
10	9676	20231122
10	9831	20231122
10	10028	20231122
10	10226	20231122
10	10979	20231122
10	11194	20231122
10	11314	20231122
10	11534	20231122
10	11548	20231122
10	11555	20231122
10	11600	20231122
10	11677	20231122
10	11735	20231122
10	11760	20231122
10	12026	20231122
10	12028	20231122
10	12061	20231122
10	12153	20231122
10	12280	20231122
10	12343	20231122
10	12831	20231122
10	12862	20231122
10	12865	20231122
10	13151	20231122
10	13161	20231122
10	13235	20231122
10	13732	20231122
10	13928	20231122
10	14061	20231122
10	14369	20231122
10	14515	20231122
11	109	20231122
11	1996	20231122
11	4308	20231122
11	5322	20231122
11	5899	20231122
11	6039	20231122
11	9219	20231122
11	9623	20231122
11	12058	20231122
11	13785	20231122
11	13785	20231122
11	14476	20231122
12	258	20231122
12	2013	20231122
12	5081	20231122
12	6553	20231122
12	8171	20231122
12	8438	20231122
12	10515	20231122
12	10670	20231122
12	11469	20231122
12	12002	20231122
12	12976	20231122
13	93	20231122
13	4084	20231122
13	5222	20231122
13	6077	20231122
13	7124	20231122
13	7698	20231122
13	8895	20231122
13	8902	20231122
13	10129	20231122
13	10412	20231122
13	11750	20231122
13	11825	20231122
13	12005	20231122
13	13550	20231122
13	13550	20231122
13	14191	20231122
14	531	20231122
14	1053	20231122
14	2252	20231122
14	3152	20231122
14	3568	20231122
14	3705	20231122
14	8170	20231122
14	9650	20231122
14	13248	20231122
