0	19	1424322524
0	820	1423804406
0	1122	1423200003
0	1717	1423375761
0	1835	1415353755
0	4385	1422854746
0	4478	1424150618
0	5401	1423895162
0	6170	1423288464
0	6680	1423718089
0	7995	1423464390
0	8082	1424589089
0	11025	1422940956
0	11094	1406632214
0	11748	1423112977
0	13069	1424062952
0	13511	1424236449
1	2295	1468419272
1	2295	1467335116
1	3638	1433799753
1	5779	1434497661
1	6662	1517571776
1	7589	1470780615
1	8144	1577382385
1	8622	1480443914
1	8804	1438277959
1	9622	1484933609
1	10243	1467340433
1	12783	1438278545
1	12805	1476894961
1	13071	1475332732
1	13673	1481914632
1	13795	1477683824
1	14106	1433179205
1	14444	1438035692
2	441	1273360944
2	441	1248138181
2	1193	1218187742
2	2427	1391073766
2	2915	1219161587
2	7000	1220091307
2	7878	1218373731
2	8912	1220165574
2	10010	1218134695
2	10750	1219180070
2	11025	1220238406
2	12026	1219566637
2	12201	1218056990
2	13316	1218497614
3	1679	1383082255
3	2419	1393470650
3	3950	1383151088
3	4588	1383150509
3	4588	1383872361
3	6286	1305230390
3	6604	1317087795
3	8208	1305229986
3	9212	1354475547
3	9644	1381280557
3	10932	1305518130
3	11012	1343009095
4	7	1476930632
4	70	1476930333
4	3141	1475636738
4	3296	1472749666
4	5033	1472749777
4	5151	1475636869
4	6931	1516814780
4	10823	1468638791
4	11849	1476930457
4	13563	1472749575
4	14524	1475636655
5	1587	1579037114
5	1587	1530679069
5	2582	1530680601
5	3418	1530680121
5	5208	1533094664
5	7344	1530682296
5	7698	1530679543
5	10189	1530681148
5	13282	1530682177
5	13367	1530680465
5	13516	1530681609
6	1471	1236870580
6	1642	1236874962
6	6145	1568167695
6	6775	1559933987
6	7332	1543671979
6	9107	1237377551
6	9579	1236870860
6	9636	1236874145
6	9883	1236877331
6	10682	1236874655
6	11886	1543601106
6	12147	1543672117
7	132	1576938891
7	367	1576091344
7	667	1576091052
7	840	1576942901
7	3956	1576942406
7	4520	1576091114
7	6605	1576242355
7	9375	1576090638
7	11278	1574872776
7	12316	1576938376
7	13566	1576090941
8	132	1531424345
8	1657	1545714724
8	2348	1517792419
8	6303	1530671900
8	6320	1528071675
8	6764	1530051274
8	6764	1534096976
8	7649	1517792219
8	7698	1512408778
8	8900	1514836278
8	10670	1545714578
8	11027	1530671269
8	11393	1536286641
8	11393	1530552670
8	12603	1534095612
8	13235	1514854726
9	550	1501627631
9	1471	1528502136
9	2076	1428114476
9	2412	1513205896
9	2508	1495841525
9	3502	1551737744
9	3726	1467810926
9	5455	1472179877
9	5455	1448670408
9	5462	1322290637
9	6686	1549564984
9	6758	1524354055
9	8893	1451012285
9	9842	1503954683
9	10119	1461172158
9	12016	1473937070
9	12333	1564008885
9	13367	1502744772
9	13823	1503094680
9	14160	1441888470
10	109	1570571051
10	319	1573226431
10	321	1556387824
10	329	1556201557
10	338	1566848006
10	1174	1569782763
10	1264	1557256847
10	1903	1568834965
10	2021	1556389019
10	2317	1556391060
10	2365	1567201178
10	2365	1567363179
10	2486	1572549594
10	2593	1558289174
10	2619	1569618524
10	2951	1556209382
10	3049	1575142557
10	3439	1556219862
10	3439	1615660228
10	3590	1556455805
10	3677	1556407996
10	3858	1556180271
10	4335	1559423521
10	5000	1556211403
10	5009	1579706873
10	5101	1557591525
10	5608	1578791600
10	5618	1547239719
10	5618	1556219016
10	5673	1558812540
10	5745	1556390154
10	5763	1581115749
10	5940	1615659797
10	6419	1578964424
10	6623	1557256010
10	6713	1556201205
10	6955	1556563723
10	7116	1615661113
10	7243	1564693653
10	7243	1564593076
10	8374	1576202508
10	8889	1579355512
10	8948	1549573035
10	9133	1558031399
10	9133	1571012060
10	9498	1557689918
10	9574	1557260060
10	9676	1559942636
10	9831	1556723453
10	10028	1571954468
10	10226	1558558290
10	10979	1577044066
10	11194	1577661252
10	11314	1557770566
10	11534	1556925131
10	11548	1557525643
10	11555	1556180605
10	11600	1560978140
10	11677	1558653347
10	11735	1556210871
10	11760	1608760271
10	12026	1557364799
10	12028	1573488464
10	12061	1573744669
10	12153	1556206435
10	12280	1558637604
10	12343	1556324509
10	12831	1561290884
10	12862	1557528235
10	12865	1582588096
10	13151	1556660784
10	13161	1556722122
10	13235	1556661739
10	13732	1557257279
10	13928	1558284015
10	14061	1556201521
10	14369	1560559403
10	14515	1575238050
11	109	1626627674
11	1996	1564178965
11	4308	1563243341
11	5322	1564166012
11	5899	1625937729
11	6039	1564165619
11	9219	1564166721
11	9623	1563206144
11	12058	1564166301
11	13785	1625937070
11	13785	1563245341
11	14476	1563244398
12	258	1271741873
12	2013	1271740247
12	5081	1276612907
12	6553	1276614607
12	8171	1271740737
12	8438	1271742297
12	10515	1276613640
12	10670	1276611986
12	11469	1298613597
12	12002	1271741376
12	12976	1276611460
13	93	1227301891
13	4084	1306347992
13	5222	1268790949
13	6077	1268789310
13	7124	1230794590
13	7698	1258233291
13	8895	1306347517
13	8902	1306347051
13	10129	1231447436
13	10412	1308167110
13	11750	1228148178
13	11825	1284663261
13	12005	1239373199
13	13550	1230581992
13	13550	1226089801
13	14191	1268790376
14	531	1638562810
14	1053	1564457734
14	2252	1458153560
14	3152	1473117180
14	3568	1591668097
14	3705	1508651031
14	8170	1391364307
14	9650	1526733340
14	13248	1495693398
14	13248	1511886697
14	14312	1566938877
15	800	1472610783
15	800	1453991801
15	1195	1485577035
15	2130	1476928541
15	2462	1439596892
15	2486	1470284819
15	2506	1479278808
15	2906	1470284177
15	2915	1484374128
15	3256	1459998317
15	3379	1450905854
15	3418	1452979460
15	3938	1469594984
15	5154	1472610281
15	5289	1479786466
15	5479	1475734948
15	5479	1461314915
15	5528	1439596969
15	5641	1439596560
15	6119	1429489001
15	6125	1436514324
15	6552	1472411343
15	6664	1459998038
15	7012	1475734568
15	7032	1565566184
15	7593	1431362938
15	7708	1461314011
15	7817	1597275175
15	7823	1452403272
15	7984	1429488708
15	8321	1470283573
15	8685	1429488335
15	8788	1436514417
15	8987	1470283924
15	9026	1429488851
15	9026	1471418310
15	9190	1444686507
15	9373	1444686826
15	9402	1439596776
15	9503	1470284580
15	9575	1452980106
15	9881	1490157458
15	10727	1470958982
15	11073	1444686086
15	11073	1499705567
15	11093	1448864607
15	11213	1451583393
15	11297	1499075398
15	11297	1480301118
15	11314	1472609895
15	11625	1455774975
15	11994	1479884171
15	12941	1470817296
15	14267	1450905630
16	1441	1345473381
16	1876	1363878471
16	2626	1312310312
16	4070	1312310094
16	4423	1278016066
16	4662	1312307995
16	6179	1392228208
16	12594	1312307753
16	12665	1313115315
16	12831	1312308762
17	132	1633787304
17	226	1639157693
17	329	1630467820
17	1750	1639157486
17	2143	1632954327
17	2253	1632565444
17	2470	1636637641
17	2481	1639156947
17	2619	1633394764
17	2662	1631226337
17	3107	1636637041
17	4070	1632436310
17	4419	1639157220
17	4698	1636638170
17	4769	1636380084
17	4789	1632435687
17	5349	1635790927
17	5407	1636379922
17	8221	1633787597
17	8699	1632436092
17	8994	1639157007
17	9219	1630467381
17	9828	1630946799
17	11206	1632489539
17	11221	1636637902
17	11953	1639156157
17	12153	1636637196
17	12316	1636637551
17	12759	1636637986
17	12918	1633806758
18	603	1376748274
18	2012	1493170119
18	3853	1470935204
18	7457	1385517653
18	8419	1610514830
18	10402	1518639781
18	10728	1422980334
18	10728	1459591257
18	12205	1349270273
18	12509	1516641114
18	13158	1459590456
18	13345	1376748565
18	14235	1623364765
19	897	1501936466
19	1692	1518974544
19	2233	1475804233
19	3686	1499649352
19	3686	1486052898
19	4982	1524965201
19	5851	1471391794
19	6650	1475109055
19	7326	1519177768
19	7823	1519765189
19	8291	1483753759
19	10375	1478803070
19	10577	1525114179
19	10670	1471392877
19	12026	1524443325
19	12805	1478476702
19	13496	1518389608
20	93	1394617924
20	148	1367182608
20	546	1369360209
20	569	1409788369
20	823	1352957443
20	925	1390399379
20	1036	1378953299
20	1170	1364227182
20	1207	1401678033
20	1845	1364227739
20	1888	1363825798
20	2152	1362674635
20	2631	1376620544
20	2631	1403119588
20	2790	1393112239
20	2931	1364540215
20	3952	1377469864
20	4310	1407914071
20	4334	1404089218
20	4601	1385947646
20	4887	1392204489
20	4996	1378686275
20	5244	1360865146
20	5413	1363897999
