0	29301
1	15777
2	18353
3	10625
4	15133
5	15777
6	32521
7	17065
8	15455
9	2253
10	19963
11	16099
12	13845
13	16421
14	8693
15	37673
16	14489
17	10947
18	8693
19	17065
20	16743
21	15133
22	15777
23	16099
24	13845
25	13523
26	1931
27	16099
28	14489
29	15777
30	17709
31	16099
32	15777
33	17387
34	11269
35	15777
36	17709
37	16099
38	16099
39	15455
40	15455
41	15455
42	15455
43	15455
44	16421
45	26403
46	37995
47	11269
48	28979
49	11269
50	15777
51	16743
52	17065
53	20607
54	20285
55	13845
56	15455
57	16099
58	17065
59	18031
60	16743
61	19319
62	18997
63	27691
64	13201
65	15455
66	14811
67	20607
68	9337
69	32843
70	16099
71	34131
72	30589
73	22217
74	10625
75	17065
76	20607
77	19641
78	12557
79	13523
80	14489
81	18997
82	19963
83	32521
84	12879
85	18353
86	15455
87	21251
88	18031
89	32199
90	20607
91	15455
92	15777
93	1609
94	37673
95	13845
96	24149
97	42503
98	13523
99	20607
100	13845
101	13201
102	9659
103	38639
104	31877
105	14167
106	26081
107	15455
108	39283
109	15133
110	16421
111	15455
112	31555
113	2253
114	1609
115	32521
116	20929
117	31555
118	14167
119	15455
120	30267
121	15777
122	15133
123	11591
124	12879
125	16743
126	13523
127	43147
128	19641
129	20607
130	18353
131	20607
132	15455
133	15777
134	15455
135	14489
136	34775
137	15133
138	11913
139	14167
140	19641
141	25759
142	9659
143	15777
144	28979
145	16421
146	16421
147	36063
148	25437
149	14811
150	16421
151	15133
152	11913
153	31877
154	12557
155	28335
156	22539
157	13523
158	16099
159	16421
160	15455
161	42503
162	17709
163	15133
164	11591
165	15455
166	19641
167	30267
168	15777
169	37995
170	15455
171	20285
172	29623
173	18997
174	14811
175	12557
176	15133
177	16099
178	16099
179	30589
180	18353
181	18997
182	16421
183	26725
184	14811
185	13201
186	30589
187	19963
188	29945
189	13523
190	20929
191	10625
192	24471
193	17065
194	21895
195	20607
196	15455
197	15133
198	19319
199	15133
200	16099
201	17065
202	17065
203	22217
204	15133
205	9659
206	18353
207	13523
208	32843
209	34453
210	8693
211	14811
212	14811
213	14489
214	38639
215	16099
216	46045
217	13201
218	22861
219	10303
220	8693
221	21895
222	15133
223	10947
224	15133
225	21895
226	14167
227	11913
228	23505
229	15455
230	15777
231	16421
232	37029
233	34453
234	15455
235	15133
236	23505
237	14811
238	15777
239	15133
240	37351
241	36385
242	15777
243	12879
244	17387
245	17387
246	15777
247	33487
248	14811
249	13523
250	16099
251	10947
252	13201
253	22217
254	35097
255	9337
256	18997
257	16421
258	18031
259	35097
260	17387
261	13845
262	18675
263	16099
264	10625
265	16421
266	28979
267	13523
268	15777
269	5473
270	13845
271	18353
272	12879
273	30267
274	29623
275	29301
276	13523
277	15455
278	41215
279	29301
280	27691
281	19641
282	33165
283	12557
284	31233
285	39927
286	22539
287	18031
288	8049
289	15133
290	16099
291	29945
292	19641
293	15455
294	13845
295	10303
296	21251
297	20607
298	33809
299	10625
300	13523
301	18353
302	15133
303	33165
304	16421
305	17387
306	15133
307	24793
308	15455
309	12879
310	15777
311	18353
312	9981
313	34453
314	15133
315	10947
316	17709
317	15777
318	32521
319	15133
320	15455
321	15133
322	19319
323	13201
324	15455
325	15133
326	11913
327	16421
328	9981
329	15133
330	15777
331	38639
332	23183
333	16421
334	41859
335	34453
336	26081
337	21251
338	16099
339	15777
340	20929
341	9659
342	24471
343	9337
344	29945
345	25115
346	38639
347	15133
348	13845
349	30589
350	11591
351	13201
352	18675
353	37673
354	12879
355	31877
356	18353
357	18997
358	14811
359	21895
360	15777
361	24471
362	15455
363	9659
364	15777
365	15777
366	18031
367	15777
368	13201
369	16421
370	28979
371	15455
372	16743
373	9337
374	26081
375	36707
376	18031
377	20285
378	14489
379	11913
380	18353
381	25759
382	13523
383	42503
384	37995
385	10303
386	5795
387	33809
388	15777
389	8693
390	30589
391	29623
392	16421
393	16421
394	30589
395	19641
396	15133
397	17387
398	31233
399	14489
400	15777
401	10947
402	21251
403	16099
404	15455
405	16421
406	21251
407	17387
408	10303
409	13201
410	18031
411	15455
412	10947
413	15133
414	27369
415	18353
416	38639
417	16099
418	16743
419	18675
420	15133
421	13845
422	15455
423	23183
424	15777
425	14489
426	29623
427	33165
428	14167
429	16421
430	37995
431	15455
432	14167
433	15455
434	14811
435	31233
436	37029
437	15777
438	13523
439	18997
440	15133
441	16421
442	15455
443	15777
444	15455
445	15455
446	13201
447	15777
448	15455
449	15455
450	9659
451	19963
452	17065
453	21895
454	18675
455	12557
456	12557
457	15133
458	15455
459	15455
460	13845
461	20607
462	13523
463	33487
464	19963
465	16099
466	18997
467	44113
468	24793
469	15133
470	16099
471	16099
472	16421
473	16421
474	10625
475	15455
476	6439
477	16421
478	16099
479	30267
480	15133
481	15455
482	16099
483	20607
484	14167
485	37995
486	15777
487	30911
488	15133
489	16099
490	12557
491	32521
492	15133
493	25437
494	16099
495	28657
496	26725
497	9337
498	26081
499	15777
500	21251
501	13845
502	11913
503	15777
504	15133
505	18353
506	14811
507	20285
508	15133
509	16099
510	15777
511	14167
512	28979
513	20285
514	16421
515	20929
516	16099
517	16099
518	25115
519	37351
520	13523
521	10303
522	7083
523	16099
524	36063
525	13523
526	26403
527	14167
528	11269
529	15133
530	15455
531	9659
532	46367
533	25759
534	15455
535	14489
536	20285
537	39605
538	40571
539	10625
540	21251
541	17709
542	13845
543	19319
544	19319
545	15133
546	27691
547	15455
548	20285
549	11269
550	15455
551	15777
552	16421
553	19319
554	14167
555	15777
556	21251
557	17387
558	43469
559	14489
560	35097
561	31877
562	14489
563	8693
564	12879
565	16099
566	15133
567	15777
568	32199
569	14811
570	14167
571	16743
572	17387
573	9337
574	13845
575	14167
576	35419
577	31233
578	15133
579	15455
580	26081
581	6761
582	13201
583	30589
584	36063
585	38961
586	31555
587	15455
588	18031
589	15455
590	16421
591	20285
592	18675
593	14811
594	6761
595	14489
596	16421
597	16421
598	47333
599	17065
600	15455
601	25759
602	15455
603	18353
604	13845
605	17065
606	31233
607	15133
608	2253
609	13523
610	20929
611	16743
612	15777
613	9015
614	16099
615	21251
616	15777
617	15455
618	17387
619	14489
620	16743
621	10625
622	15455
623	15133
624	30267
625	15777
626	18353
627	18031
628	15455
629	38317
630	37351
631	10947
632	15777
633	15777
634	14489
635	21251
636	16099
637	17387
638	15133
639	14167
640	17065
641	20929
642	18997
643	14489
644	15455
645	18031
646	34775
647	15133
648	15133
649	9015
650	44757
651	32843
652	22861
653	15455
654	25437
655	35741
656	14811
657	36385
658	33165
659	9015
660	17709
661	27691
662	11591
663	24793
664	17065
665	16743
666	27369
667	15777
668	24471
669	35419
670	12235
671	18353
672	13201
673	13523
674	13201
675	16421
676	16421
677	15777
678	15455
679	8693
680	39283
681	28335
682	13523
683	17709
684	16743
685	38639
686	15455
687	18997
688	18353
689	13845
690	9981
691	20607
692	29945
693	10625
694	26725
695	13523
696	35419
697	15455
698	9337
699	13845
700	41537
701	19963
702	15133
703	17387
704	15455
705	21251
706	20285
707	15777
708	20607
709	15777
710	11913
711	16743
712	18031
713	9981
714	34131
715	12557
716	31877
717	38639
718	10303
719	15777
720	32843
721	19319
722	15455
723	39283
724	14489
725	37673
726	21895
727	15455
728	19641
729	16099
730	28657
731	14489
732	16743
733	19963
734	15133
735	11591
736	21573
737	13523
738	14489
739	10947
740	17387
741	19319
742	8693
743	16099
744	32199
745	7083
746	31233
747	15133
748	24793
749	17065
750	16421
751	32521
752	20285
753	11591
754	33809
755	16099
756	16421
757	20607
758	18675
759	15455
760	27369
761	12235
762	18031
763	23827
764	17387
765	18675
766	21251
767	10947
768	13845
769	4185
770	18997
771	19641
772	29945
773	16743
774	16421
775	13845
776	27369
777	26403
778	22539
779	9981
780	18031
781	28013
782	15133
783	23505
784	16099
785	16743
786	40249
787	22539
788	16099
789	37995
790	16099
791	13201
792	13201
793	21573
794	18031
795	15777
796	18353
797	18997
798	15455
799	15777
800	13523
801	13201
802	35097
803	18353
804	31555
805	15777
806	39927
807	18675
808	23827
809	15777
810	12235
811	16743
812	15455
813	15777
814	34775
815	8693
816	16743
817	13845
818	35741
819	15777
820	14811
821	11913
822	15455
823	15133
824	24471
825	13201
826	32843
827	15133
828	13845
829	19963
830	15455
831	17387
832	2897
833	16099
834	28335
835	33487
836	15777
837	15455
838	16099
839	29623
840	19963
841	31233
842	22861
843	22539
844	15133
845	15133
846	12235
847	15133
848	17065
849	19963
850	12557
851	39283
852	28979
853	15133
854	15133
855	13845
856	15777
857	15455
858	20285
859	15777
860	8693
861	16099
862	16099
863	21895
864	29623
865	28657
866	16099
867	17387
868	15777
869	16099
870	17387
871	15133
872	15133
873	15133
874	15455
875	14489
876	32199
877	14489
878	33165
879	25759
880	15455
881	12879
882	11269
883	15777
884	21573
885	15133
886	15133
887	15133
888	16099
889	15133
890	15133
891	32843
892	15133
893	15777
894	32843
895	15455
896	16099
897	15455
898	15133
899	9015
900	37351
901	15455
902	15455
903	15777
904	19641
905	8371
906	30267
907	31555
908	13845
909	11913
910	40893
911	16421
912	23183
913	45723
914	16099
915	15133
916	15777
917	9659
918	20285
919	15455
920	15133
921	15777
922	18675
923	12557
924	28979
925	15455
926	18997
927	18997
928	15777
929	20607
930	4507
931	35741
932	31555
933	15777
934	15133
935	15455
936	26081
937	12879
938	18675
939	16421
940	13523
941	27047
942	37673
943	30911
944	16099
945	28335
946	20607
947	15777
948	19319
949	33165
950	12879
951	15777
952	19641
953	37029
954	15455
955	16743
956	24793
957	20607
958	35097
959	42825
960	17709
961	10625
962	31877
963	15133
964	15455
965	14811
966	29301
967	15455
968	15133
969	26081
970	24793
971	15777
972	31233
973	12879
974	28657
975	13845
976	15133
977	19641
978	14489
979	36385
980	11591
981	15777
982	21251
983	13523
984	13523
985	15133
986	16099
987	39605
988	15133
989	27047
990	36707
991	17709
992	13201
993	16099
994	11913
995	10303
996	39927
997	28013
998	37351
999	18997
1000	31877
1001	14811
1002	15133
1003	11591
1004	31233
1005	34453
1006	16099
1007	20607
1008	14811
1009	15777
1010	35097
1011	39283
1012	14167
1013	37995
1014	16099
1015	15455
1016	1931
1017	14167
1018	27369
1019	14167
1020	34131
1021	37673
1022	25759
1023	19641
1024	18997
1025	13845
1026	25759
1027	10625
1028	15777
1029	15777
1030	29623
1031	17387
1032	33809
1033	15455
1034	15455
1035	15455
1036	12879
1037	37673
1038	8049
1039	15777
1040	24149
1041	15455
1042	31233
1043	14811
1044	35419
1045	16743
1046	35741
1047	24793
1048	12879
1049	17387
1050	15777
1051	15777
1052	29623
1053	15133
1054	16421
1055	31555
1056	25115
1057	29945
1058	12235
1059	39283
1060	15777
1061	29301
1062	15455
1063	38961
1064	16421
1065	12879
1066	31555
1067	14811
1068	13201
1069	16099
1070	31233
1071	10303
1072	23183
1073	16099
1074	34775
1075	15133
1076	38639
1077	32521
1078	17709
1079	38317
1080	12879
1081	30267
1082	15455
1083	15133
1084	33487
1085	24793
1086	18675
1087	14811
1088	15455
1089	13523
1090	15133
1091	29623
1092	11269
1093	16099
1094	25437
1095	15133
1096	15455
1097	20285
1098	15777
1099	36707
1100	31555
1101	20607
1102	15455
1103	11269
1104	37029
1105	13523
1106	47011
1107	3863
1108	15455
1109	39927
1110	19641
1111	15455
1112	40571
1113	15455
1114	18997
1115	15777
1116	15133
1117	13845
1118	48299
1119	29945
1120	18353
1121	33165
1122	15777
1123	18675
1124	19641
1125	40249
1126	28979
1127	17387
1128	15455
1129	16099
1130	38639
1131	13845
1132	9659
1133	39605
1134	16099
1135	14489
1136	15455
1137	18031
1138	15455
1139	15777
1140	16099
1141	15133
1142	9659
1143	15455
1144	13845
1145	13845
1146	16099
1147	12879
1148	23505
1149	37351
1150	18675
1151	18353
1152	16099
1153	34775
1154	16099
1155	42503
1156	23183
1157	16099
1158	9981
1159	35741
1160	14489
1161	31877
1162	18675
1163	22861
1164	15455
1165	14811
1166	9337
1167	13845
1168	30589
1169	9981
1170	16099
1171	14489
1172	33487
1173	36385
1174	15133
1175	33165
1176	41215
1177	11913
1178	29623
1179	21251
1180	33487
1181	15455
1182	15777
1183	15455
1184	15455
1185	26403
